frame,left_wrist_x,left_wrist_y,left_index_x,left_index_y,left_pinky_x,left_pinky_y,left_thumb_x,left_thumb_y,right_wrist_x,right_wrist_y,right_index_x,right_index_y,right_pinky_x,right_pinky_y,right_thumb_x,right_thumb_y
0,0.796454131603241,0.5762003660202026,0.7718903422355652,0.6410921216011047,0.8220884799957275,0.6374528408050537,0.7481901049613953,0.6213958263397217,0.2367812693119049,0.619367241859436,0.289000004529953,0.6781045198440552,0.22846050560474396,0.6940968036651611,0.30888351798057556,0.6563753485679626
1,0.7811276316642761,0.5899884700775146,0.7599874138832092,0.648733377456665,0.821869969367981,0.6406099796295166,0.7329597473144531,0.6340764760971069,0.21801307797431946,0.6301618218421936,0.271560400724411,0.6851045489311218,0.20755928754806519,0.7016234397888184,0.2928289473056793,0.6602640151977539
2,0.7763043642044067,0.5878008008003235,0.7582386136054993,0.6508565545082092,0.8211954832077026,0.6412668228149414,0.7277750372886658,0.6328655481338501,0.2142484486103058,0.6276535391807556,0.2605925500392914,0.6805152893066406,0.19992820918560028,0.6964760422706604,0.28211867809295654,0.6574340462684631
3,0.7748308777809143,0.5896485447883606,0.7538877725601196,0.653361976146698,0.8205461502075195,0.6453106999397278,0.7206979990005493,0.6353675723075867,0.2136705070734024,0.6309474110603333,0.2603566348552704,0.6833292841911316,0.20008333027362823,0.6984891891479492,0.28012004494667053,0.6603246331214905
4,0.7745933532714844,0.5910975933074951,0.7506371736526489,0.6547428965568542,0.8191215991973877,0.6474447846412659,0.7172509431838989,0.6369165182113647,0.2143927961587906,0.6327742338180542,0.2635120153427124,0.6827401518821716,0.20094861090183258,0.6995725035667419,0.2813418507575989,0.659890353679657
5,0.774593710899353,0.5928184390068054,0.7494636178016663,0.6582541465759277,0.8181486129760742,0.6500587463378906,0.7158849239349365,0.6390288472175598,0.21571429073810577,0.6359575986862183,0.263916552066803,0.6852155923843384,0.2012360692024231,0.7030102014541626,0.2816148102283478,0.6621191501617432
6,0.7742246985435486,0.5929555296897888,0.7499339580535889,0.6584920883178711,0.8179618120193481,0.6497962474822998,0.7160985469818115,0.6393004059791565,0.21483685076236725,0.6348164677619934,0.2611522674560547,0.6847915053367615,0.19956928491592407,0.7021348476409912,0.27860960364341736,0.6616577506065369
7,0.7724960446357727,0.5930904746055603,0.7499229311943054,0.6578310132026672,0.8156233429908752,0.649838387966156,0.7162633538246155,0.6380928754806519,0.21439379453659058,0.6340285539627075,0.2611905336380005,0.6834622025489807,0.20035260915756226,0.7018851637840271,0.27784621715545654,0.6603116989135742
8,0.772504985332489,0.5935410261154175,0.750426173210144,0.6575148105621338,0.8155766129493713,0.6495556831359863,0.7169990539550781,0.6377184391021729,0.21465888619422913,0.6334467530250549,0.2610549330711365,0.684086799621582,0.20009098947048187,0.7021706700325012,0.2779301702976227,0.6604310870170593
9,0.7720617651939392,0.5937811732292175,0.7504914402961731,0.6585673689842224,0.815516471862793,0.6493812203407288,0.717889666557312,0.6383286118507385,0.21495544910430908,0.633685827255249,0.260855495929718,0.6845999956130981,0.1990872621536255,0.7023782730102539,0.27819424867630005,0.6611300706863403
10,0.7702813744544983,0.5946995615959167,0.7507080435752869,0.6588672399520874,0.8151712417602539,0.6492149829864502,0.7183552980422974,0.6387454867362976,0.21452152729034424,0.6343936920166016,0.25951826572418213,0.6844264268875122,0.19904395937919617,0.7026557326316833,0.2766501307487488,0.6605896949768066
11,0.7689054608345032,0.5969890356063843,0.751218855381012,0.6616762280464172,0.815104603767395,0.6493890881538391,0.7186092734336853,0.6413330435752869,0.21451066434383392,0.6345663070678711,0.25872179865837097,0.6860998868942261,0.19811135530471802,0.7032671570777893,0.27624720335006714,0.6622589826583862
12,0.7669146060943604,0.5994585752487183,0.7514290809631348,0.6650147438049316,0.8149500489234924,0.6503628492355347,0.7184049487113953,0.6447067260742188,0.21419838070869446,0.6352373361587524,0.25793877243995667,0.6911067962646484,0.19522105157375336,0.7058377861976624,0.276159405708313,0.6673071980476379
13,0.7672271132469177,0.599100649356842,0.7491901516914368,0.6648128032684326,0.8161179423332214,0.6506287455558777,0.7162294983863831,0.6452364325523376,0.21519821882247925,0.640712320804596,0.2597530782222748,0.7006285190582275,0.19601425528526306,0.7122859954833984,0.2780473530292511,0.6766757965087891
14,0.7665220499038696,0.6013933420181274,0.7472665905952454,0.6680830717086792,0.8161152601242065,0.6548836827278137,0.7131050825119019,0.6485887765884399,0.21564613282680511,0.6473832726478577,0.25972434878349304,0.7083978652954102,0.19555743038654327,0.7172631025314331,0.27880021929740906,0.6861979365348816
15,0.7653152942657471,0.603726863861084,0.7464463114738464,0.6712099313735962,0.8160852789878845,0.6582321524620056,0.7098339796066284,0.6506116986274719,0.21612000465393066,0.649050772190094,0.2599232792854309,0.7104215025901794,0.19603516161441803,0.7192306518554688,0.27907654643058777,0.6885755062103271
16,0.7651463150978088,0.6051254868507385,0.746673047542572,0.6734597086906433,0.8165085315704346,0.6602651476860046,0.7095662951469421,0.6523323059082031,0.21658693253993988,0.6494336128234863,0.26041340827941895,0.7121790051460266,0.19647707045078278,0.7203681468963623,0.2795884311199188,0.6910394430160522
17,0.7652887105941772,0.6062338948249817,0.7470032572746277,0.6758933067321777,0.818876326084137,0.6618032455444336,0.7099407315254211,0.655007541179657,0.21687452495098114,0.6498198509216309,0.26095491647720337,0.7162494659423828,0.1973266303539276,0.7234623432159424,0.2799588739871979,0.6949705481529236
18,0.765335202217102,0.6075146198272705,0.7485806941986084,0.6789687275886536,0.8204898238182068,0.6653631329536438,0.7112192511558533,0.6579111814498901,0.21698875725269318,0.6494704484939575,0.26163437962532043,0.7168598771095276,0.19812893867492676,0.7254916429519653,0.2801707983016968,0.695011556148529
19,0.7661778330802917,0.6075093746185303,0.7492965459823608,0.6795290112495422,0.821382462978363,0.6671457886695862,0.7126379609107971,0.6587519645690918,0.22104817628860474,0.6497865915298462,0.26837649941444397,0.7160409092903137,0.20422647893428802,0.7283241748809814,0.28605520725250244,0.694331705570221
20,0.7675438523292542,0.6087759137153625,0.7508522868156433,0.6824819445610046,0.8233652710914612,0.6698488593101501,0.7150478959083557,0.662602424621582,0.22773680090904236,0.6511051654815674,0.2787385880947113,0.7155773639678955,0.2181563526391983,0.7325104475021362,0.2945992350578308,0.6939477324485779
21,0.7690756320953369,0.6105241775512695,0.7529610395431519,0.683607816696167,0.8251591920852661,0.6716985702514648,0.7174118161201477,0.6641404628753662,0.2323320060968399,0.6514104604721069,0.28722983598709106,0.7146885395050049,0.23144257068634033,0.732291579246521,0.2998979091644287,0.6933512091636658
22,0.7687554359436035,0.616162896156311,0.758418619632721,0.6866969466209412,0.8250465393066406,0.6782408952713013,0.7234030365943909,0.6669185161590576,0.2406311333179474,0.6548597812652588,0.2960769236087799,0.714329183101654,0.24307316541671753,0.7357911467552185,0.3083272874355316,0.6925614476203918
