frame,left_wrist_x,left_wrist_y,left_index_x,left_index_y,left_pinky_x,left_pinky_y,left_thumb_x,left_thumb_y,right_wrist_x,right_wrist_y,right_index_x,right_index_y,right_pinky_x,right_pinky_y,right_thumb_x,right_thumb_y
0,0.6650228500366211,0.6025658845901489,0.590031087398529,0.6184393763542175,0.6320433020591736,0.6551113724708557,0.5907561182975769,0.5983176231384277,0.3523315191268921,0.6021214723587036,0.4263984262943268,0.6048009991645813,0.4010188579559326,0.6551535725593567,0.41878506541252136,0.5836343765258789
1,0.6566911935806274,0.6121357679367065,0.5764382481575012,0.6238059401512146,0.6176082491874695,0.6627405881881714,0.5790857076644897,0.6054469347000122,0.3351193368434906,0.6020507216453552,0.40566006302833557,0.6085628867149353,0.3793599009513855,0.6588685512542725,0.40234318375587463,0.5859035849571228
2,0.6564957499504089,0.6129932999610901,0.578633189201355,0.6265931129455566,0.6186214089393616,0.6650986075401306,0.5807281136512756,0.6083697080612183,0.3369350731372833,0.6022965312004089,0.40456095337867737,0.6115902662277222,0.3788188397884369,0.6608646512031555,0.40305933356285095,0.5897585153579712
3,0.655673623085022,0.6140395998954773,0.5797097086906433,0.6281059384346008,0.6174471378326416,0.6674748659133911,0.5821463465690613,0.6092168688774109,0.33730050921440125,0.6023173332214355,0.4040752053260803,0.6129229068756104,0.3775019347667694,0.6607258915901184,0.402952641248703,0.5921212434768677
4,0.6551414728164673,0.614211916923523,0.5799073576927185,0.6279140114784241,0.6155543327331543,0.6678447127342224,0.5827893018722534,0.6089115142822266,0.3408353328704834,0.6022836565971375,0.40356504917144775,0.6128035187721252,0.3757268786430359,0.6602075099945068,0.4043646454811096,0.5924375653266907
5,0.6557655334472656,0.6140581965446472,0.5809810757637024,0.6273941397666931,0.6152231097221375,0.6678557395935059,0.5847322344779968,0.6082146167755127,0.341208279132843,0.6021950244903564,0.40472710132598877,0.612939178943634,0.3760182559490204,0.6599401831626892,0.4052940905094147,0.5927263498306274
6,0.6554352641105652,0.6140953898429871,0.5798876881599426,0.6269727945327759,0.6147375106811523,0.6677565574645996,0.5837522745132446,0.6076734066009521,0.34263691306114197,0.6023145914077759,0.4056849777698517,0.6137570738792419,0.37612423300743103,0.6597316265106201,0.4064621329307556,0.5936493873596191
7,0.6550914645195007,0.6138828992843628,0.5791503190994263,0.626675546169281,0.6152315735816956,0.667583167552948,0.5828362107276917,0.607280969619751,0.3449196517467499,0.6023309230804443,0.4082903265953064,0.6135535836219788,0.37851905822753906,0.6595069169998169,0.4092234671115875,0.5935145020484924
8,0.6554276347160339,0.6135872006416321,0.5798156261444092,0.6264400482177734,0.6158604025840759,0.667421817779541,0.5838720798492432,0.6070247292518616,0.34194809198379517,0.6021271347999573,0.40699508786201477,0.6134647727012634,0.3770166337490082,0.659341037273407,0.4077036678791046,0.5933668613433838
9,0.656053364276886,0.6131873726844788,0.5810126662254333,0.6262814998626709,0.6165778040885925,0.6672107577323914,0.585193932056427,0.6068701148033142,0.34177327156066895,0.6019618511199951,0.40681934356689453,0.6133235692977905,0.3776295483112335,0.6592159271240234,0.40705615282058716,0.593260645866394
10,0.6563966870307922,0.6129847764968872,0.582103431224823,0.626183271408081,0.617098331451416,0.667146623134613,0.5862751007080078,0.6067691445350647,0.3417838513851166,0.6019011735916138,0.40653011202812195,0.6132190227508545,0.3777818977832794,0.6591246128082275,0.40647804737091064,0.5932065844535828
11,0.6562331318855286,0.6130028963088989,0.582078218460083,0.6260891556739807,0.616791307926178,0.6672148704528809,0.5861505270004272,0.6066638231277466,0.3412018418312073,0.6018901467323303,0.4071492552757263,0.6132169365882874,0.3782460391521454,0.6594518423080444,0.4067882299423218,0.5932685732841492
12,0.6564242243766785,0.6129521727561951,0.5823408365249634,0.6260256171226501,0.6171801686286926,0.6671115756034851,0.5863677263259888,0.6066330075263977,0.33980029821395874,0.6016258001327515,0.4072335362434387,0.613162100315094,0.37717685103416443,0.6593925952911377,0.40667587518692017,0.5932753086090088
13,0.6566120386123657,0.6130973100662231,0.5830521583557129,0.6261842250823975,0.6175094842910767,0.6671661734580994,0.5869387984275818,0.6068305373191833,0.338859498500824,0.6014522910118103,0.40757524967193604,0.6131463646888733,0.3775406777858734,0.6593447923660278,0.40655258297920227,0.5933985114097595
14,0.6567074656486511,0.613091766834259,0.5834261775016785,0.626168429851532,0.6175029277801514,0.6671521663665771,0.5872616171836853,0.6068029999732971,0.3372880518436432,0.6008113026618958,0.40733233094215393,0.6130257248878479,0.3774561583995819,0.6592195630073547,0.4059711694717407,0.5933588147163391
