image_name,hand_idx,lm_0_x,lm_0_y,lm_1_x,lm_1_y,lm_2_x,lm_2_y,lm_3_x,lm_3_y,lm_4_x,lm_4_y,lm_5_x,lm_5_y,lm_6_x,lm_6_y,lm_7_x,lm_7_y,lm_8_x,lm_8_y,lm_9_x,lm_9_y,lm_10_x,lm_10_y,lm_11_x,lm_11_y,lm_12_x,lm_12_y,lm_13_x,lm_13_y,lm_14_x,lm_14_y,lm_15_x,lm_15_y,lm_16_x,lm_16_y,lm_17_x,lm_17_y,lm_18_x,lm_18_y,lm_19_x,lm_19_y,lm_20_x,lm_20_y
EK_0003_P01_107_frame_0000001155_l.jpg,0,399.24,1256.38,495.49,1162.62,557.37,1098.25,632.89,1003.04,689.79,895.93,388.55,967.34,326.07,872.50,359.54,754.24,416.44,661.63,347.76,936.23,301.76,780.23,365.76,744.23,421.76,718.23,377.39,917.13,378.51,847.96,418.76,785.23,463.76,748.23,425.37,937.22,443.76,867.23,466.76,825.23,499.76,793.23
EK_0003_P01_107_frame_0000001421_r.jpg,0,1073.71,1105.68,1018.28,1048.28,975.44,994.28,957.16,949.15,945.17,911.44,1057.96,938.08,1039.44,877.84,1022.48,853.49,998.57,835.66,1089.15,945.70,1065.67,858.93,1041.18,837.84,1012.92,822.19,1096.96,954.41,1066.09,879.35,1049.45,854.69,1024.66,840.45,1090.29,959.74,1073.54,904.00,1051.31,887.89,1022.98,865.67
EK_0003_P01_107_frame_0000001501_r.jpg,0,1347.56,1009.96,1248.61,945.75,1202.48,885.87,1149.52,839.30,1089.25,810.08,1289.66,797.65,1228.04,725.17,1190.36,695.62,1161.51,675.24,1329.00,797.98,1273.70,704.17,1228.96,684.08,1192.21,684.98,1352.33,801.98,1316.61,717.86,1278.33,705.16,1246.30,696.86,1359.00,810.31,1341.66,755.31,1312.05,736.12,1283.74,742.52
EK_0003_P01_107_frame_0000002430_r.jpg,0,1272.73,1190.26,1147.11,1116.51,1113.36,1093.38,1070.86,1075.26,1015.04,1073.67,1147.96,1005.36,1064.03,1023.92,1050.99,1053.92,1055.77,1091.31,1180.66,986.44,1083.59,1000.01,1073.16,1042.18,1074.46,1082.18,1206.34,998.06,1107.51,1007.40,1090.99,1046.53,1090.55,1076.96,1226.20,1007.40,1180.55,1016.96,1143.16,1036.09,1124.46,1074.35
EK_0003_P01_107_frame_0000002806_l.jpg,0,1026.00,820.50,1080.99,728.39,1130.91,665.49,1183.84,604.57,1196.82,540.67,992.29,614.95,971.15,519.70,1005.46,475.98,1040.05,459.79,971.42,622.77,953.17,527.69,994.11,488.74,1034.06,479.76,958.81,634.95,959.17,547.66,993.12,515.71,1037.89,507.68,966.64,631.03,971.15,573.62,993.12,548.66,1022.07,546.66
EK_0003_P01_107_frame_0000002908_r.jpg,0,1125.14,958.67,1071.64,886.17,1053.31,810.77,1039.60,761.82,1027.85,717.77,1157.97,778.84,1179.60,702.10,1182.53,660.99,1171.77,630.64,1192.56,803.42,1221.69,722.66,1234.42,679.59,1241.27,647.28,1206.31,817.17,1241.27,759.86,1251.88,723.62,1251.88,691.31,1225.61,835.25,1240.31,810.02,1238.17,775.02,1229.60,748.60
EK_0003_P01_107_frame_0000002926_l.jpg,0,536.21,1253.89,584.54,1134.72,612.87,1074.72,644.56,1013.18,691.32,934.43,513.94,974.55,533.00,878.65,579.76,823.69,622.41,779.39,483.49,959.55,506.75,858.96,560.07,797.44,605.19,755.60,493.94,962.73,510.85,867.98,552.12,819.55,593.70,781.03,500.19,962.32,523.94,912.28,556.67,884.09,593.49,862.73
EK_0003_P01_107_frame_0000003304_l.jpg,0,633.34,1034.54,680.91,966.57,733.59,901.15,765.03,828.08,804.96,760.12,679.49,801.34,780.32,748.22,821.57,781.35,839.08,836.76,681.64,820.92,773.66,807.59,806.58,852.18,783.66,908.43,695.54,838.84,767.57,831.48,787.96,866.32,773.33,915.47,707.10,862.28,748.03,864.62,774.51,880.17,800.98,901.94
EK_0003_P01_107_frame_0000004784_l.jpg,0,870.89,966.95,906.25,905.02,903.67,855.36,888.50,821.75,877.96,803.95,834.92,833.33,823.90,780.22,810.72,753.19,798.20,732.10,807.73,864.58,832.73,820.52,859.75,820.49,879.06,831.18,808.03,894.40,828.03,852.97,839.07,844.16,863.75,848.68,820.41,900.11,828.98,873.44,844.22,871.54,861.37,879.16
EK_0003_P01_107_frame_0000004992_l.jpg,0,879.48,893.34,923.81,849.25,942.69,806.66,942.69,773.25,932.91,789.62,876.43,763.24,870.83,732.23,872.83,721.73,876.93,710.43,846.25,780.34,843.83,763.23,856.31,747.15,871.33,749.23,826.83,827.73,843.33,798.23,859.71,781.26,880.83,787.73,828.83,850.23,844.33,829.23,862.83,818.73,877.33,826.73
EK_0003_P01_107_frame_0000005201_r.jpg,0,1240.37,762.67,1187.04,743.58,1164.61,706.31,1169.66,680.53,1187.35,665.64,1162.36,644.87,1167.37,610.22,1170.89,641.84,1175.00,664.46,1197.16,637.99,1196.56,636.16,1194.40,655.08,1198.73,681.03,1235.75,641.57,1223.05,657.24,1220.62,672.92,1230.89,689.67,1267.63,653.46,1256.68,666.69,1256.02,679.73,1262.48,691.70
EK_0003_P01_107_frame_0000005267_r.jpg,0,1355.62,432.45,1277.29,405.78,1209.02,367.93,1169.53,342.11,1141.96,340.45,1216.96,254.78,1150.55,263.91,1148.62,299.45,1154.96,323.45,1279.62,236.45,1221.96,265.78,1206.36,294.18,1195.35,321.61,1326.96,254.12,1281.91,273.02,1256.85,294.28,1259.96,324.12,1363.96,271.78,1326.70,277.57,1311.69,300.18,1311.03,326.18
EK_0003_P01_107_frame_0000005328_l.jpg,0,849.60,1139.02,863.95,1041.32,893.06,1004.06,913.63,973.78,943.14,955.15,830.56,958.64,873.65,947.38,892.28,957.09,905.65,965.08,799.90,991.64,841.04,975.72,862.39,986.98,875.98,997.85,795.88,1012.12,820.65,998.31,845.06,1004.49,863.02,1016.41,798.74,1042.12,809.21,1024.03,829.69,1024.50,845.40,1034.03
EK_0003_P01_107_frame_0000005701_r.jpg,0,1115.89,795.44,1026.75,830.25,967.65,828.45,914.12,829.72,854.52,842.87,921.33,731.26,857.55,744.17,853.00,770.74,863.11,789.33,931.96,696.33,873.50,698.61,871.23,724.84,879.86,747.11,963.85,670.52,916.68,649.84,888.11,676.56,881.44,708.78,1009.78,666.56,971.68,642.11,940.67,653.25,930.17,677.75
EK_0003_P01_107_frame_0000005851_r.jpg,0,1093.57,1189.90,1028.84,1131.48,1004.10,1115.69,982.00,1101.48,958.84,1093.59,1024.44,1082.33,994.90,1043.13,979.11,1037.49,964.82,1031.47,1059.57,1065.69,1025.73,1016.06,1002.22,1037.89,1010.10,1057.98,1083.97,1067.51,1063.59,1033.17,1039.42,1042.75,1036.51,1068.59,1104.48,1085.88,1076.92,1066.92,1054.01,1073.59,1056.92,1101.92
EK_00084_P04_06_frame_0000000110_r.jpg,0,1514.70,1130.21,1427.45,1035.47,1379.88,1008.67,1347.06,983.52,1325.19,972.58,1440.23,935.27,1419.88,883.54,1386.44,892.73,1378.16,913.20,1470.57,909.06,1428.50,904.23,1397.81,913.54,1382.30,936.65,1483.23,949.61,1454.02,935.27,1430.23,941.82,1418.70,957.81,1490.55,977.97,1473.68,956.65,1450.57,961.13,1433.40,975.11
EK_00084_P04_06_frame_0000001214_r.jpg,0,1133.04,958.29,1107.21,900.79,1088.88,859.13,1076.38,793.29,1068.04,748.29,1131.38,796.63,1109.71,742.46,1066.38,733.29,1033.88,736.63,1153.88,808.29,1126.38,750.79,1083.00,750.72,1052.89,754.40,1154.71,827.46,1123.04,788.85,1089.71,781.63,1061.98,778.95,1140.51,839.71,1103.23,812.89,1072.33,799.71,1038.35,779.86
EK_00084_P04_06_frame_0000001555_l.jpg,0,809.95,1137.62,912.19,1093.49,955.00,1070.42,960.62,1032.77,950.31,1006.83,964.68,1027.81,993.48,966.94,979.39,956.92,957.62,953.10,924.09,1002.35,962.28,939.90,977.88,901.94,996.45,867.51,895.56,993.39,913.40,963.82,914.95,989.49,906.95,1012.92,860.27,989.28,875.44,976.30,882.33,993.69,879.08,1008.54
EK_00084_P04_06_frame_0000001896_r.jpg,0,1256.49,656.05,1210.00,689.52,1159.78,678.21,1126.65,657.50,1098.71,646.12,1127.65,619.82,1074.64,587.67,1091.21,606.09,1112.27,620.82,1148.24,582.46,1105.95,557.61,1111.48,572.67,1125.42,586.88,1173.53,569.82,1138.56,550.36,1136.18,564.46,1143.56,577.08,1197.56,571.07,1170.64,565.17,1161.59,572.19,1160.68,583.10
EK_00084_P04_06_frame_0000003097_l.jpg,0,906.23,1113.69,1033.15,1063.69,1060.08,1041.38,1091.62,1012.92,1115.46,987.54,1066.22,961.92,1110.64,912.54,1138.17,885.02,1165.69,853.46,1033.17,927.14,1079.08,875.62,1107.95,840.71,1145.55,808.48,999.26,906.70,1034.10,860.18,1061.63,825.26,1094.37,800.27,968.83,894.96,996.50,856.82,1016.64,823.92,1041.03,800.27
EK_00084_P04_06_frame_0000003296_l.jpg,0,691.53,870.26,688.33,833.86,688.33,797.86,700.20,782.64,708.37,764.46,621.90,808.62,646.77,800.83,668.13,792.15,689.38,785.90,625.74,836.57,662.06,817.63,685.74,808.68,708.40,800.72,640.40,861.39,677.32,841.31,697.85,831.31,721.53,820.26,705.77,869.11,714.68,860.20,725.07,852.41,740.65,839.42
EK_00084_P04_06_frame_0000003560_r.jpg,0,1592.36,581.28,1495.51,599.17,1436.04,591.80,1434.17,552.08,1446.57,512.86,1424.80,480.51,1370.35,474.58,1371.83,496.81,1378.50,513.47,1479.37,452.84,1421.83,476.81,1416.65,499.77,1432.95,526.07,1535.40,443.13,1503.32,463.84,1490.35,489.03,1508.50,519.40,1586.95,445.37,1563.04,459.56,1549.61,481.99,1560.72,506.44
EK_00084_P04_06_frame_0000004126_l.jpg,0,972.59,968.74,1031.36,912.56,1081.49,848.61,1122.11,803.67,1153.98,772.61,977.78,782.92,1019.26,718.10,1053.83,687.85,1081.49,661.06,941.48,780.33,970.00,709.46,1017.69,692.70,1050.73,687.52,916.26,806.98,935.43,735.39,970.00,723.29,1003.71,724.15,907.16,833.94,918.17,785.08,943.88,757.93,972.59,746.62
EK_00084_P04_06_frame_0000004648_l.jpg,0,1046.72,1061.57,1089.19,1018.96,1116.81,961.26,1140.48,935.62,1161.19,913.42,1075.39,929.17,1086.73,892.71,1116.67,903.03,1149.07,917.43,1102.19,953.57,1121.47,954.63,1142.27,957.03,1155.47,976.63,1115.39,999.57,1132.67,1001.83,1160.99,1014.37,1146.27,1029.83,1108.19,1050.37,1122.09,1052.54,1154.09,1058.79,1140.09,1057.29
EK_00084_P04_06_frame_0000006190_r.jpg,0,1326.67,1045.67,1292.00,1006.58,1263.50,948.58,1247.50,875.08,1238.00,808.08,1351.50,867.58,1268.12,773.54,1216.67,813.67,1177.63,873.20,1305.23,844.85,1211.27,767.31,1171.77,843.07,1194.97,911.47,1256.73,836.85,1180.57,768.67,1148.27,848.62,1155.27,908.62,1221.23,843.35,1153.63,790.40,1143.63,852.00,1147.63,892.80
EK_00084_P04_06_frame_0000009087_l.jpg,0,717.55,744.35,783.70,730.50,835.14,700.52,815.30,658.90,791.30,631.30,820.10,614.50,836.50,548.10,858.50,523.70,877.30,512.10,788.50,600.90,814.50,539.70,842.50,505.70,864.50,485.30,766.90,598.50,790.90,544.90,811.70,513.30,828.10,485.30,755.82,598.93,781.50,565.10,806.70,532.30,829.10,503.90
EK_00084_P04_06_frame_0000009310_r.jpg,0,1468.17,1090.75,1429.67,1056.05,1410.34,1015.30,1393.62,967.24,1381.61,940.07,1466.67,979.50,1432.33,944.50,1407.00,925.17,1356.67,893.17,1432.00,997.70,1398.33,975.70,1364.00,961.70,1330.33,950.37,1409.40,1023.53,1375.00,1013.13,1344.20,1005.93,1301.80,998.33,1399.40,1055.13,1372.60,1048.33,1348.69,1042.47,1317.80,1035.93
EK_00084_P04_06_frame_0000010271_l.jpg,0,742.05,738.97,795.37,691.12,843.22,639.85,868.51,591.31,894.00,541.17,794.21,572.71,842.54,526.37,875.35,539.36,898.01,571.36,779.71,582.21,838.41,561.66,872.41,588.86,878.41,628.46,770.41,595.11,837.75,582.43,852.79,605.67,854.84,642.58,766.41,609.11,823.39,603.62,837.07,617.29,839.12,643.95
EK_00084_P04_06_frame_0000011826_r.jpg,0,1345.67,908.67,1311.00,855.33,1252.14,799.48,1191.67,757.08,1136.67,727.08,1292.67,715.08,1222.08,685.57,1178.58,685.57,1140.67,685.58,1258.17,736.08,1207.67,725.08,1162.17,718.08,1130.17,716.58,1238.67,767.08,1198.17,757.58,1165.17,751.58,1131.91,745.69,1224.67,792.08,1194.17,787.08,1164.17,783.08,1138.67,778.58
EK_00084_P04_06_frame_0000012523_r.jpg,0,1336.00,981.67,1272.33,963.75,1223.83,930.75,1219.33,884.75,1242.33,843.75,1236.33,852.75,1225.30,771.47,1212.83,796.75,1208.83,819.75,1277.83,847.33,1260.50,761.69,1240.83,782.25,1236.33,807.75,1310.50,846.00,1297.33,768.75,1274.33,784.25,1270.33,808.25,1349.33,846.75,1350.33,802.75,1330.83,781.75,1310.83,797.25
EK_00084_P04_06_frame_0000013049_l.jpg,0,716.60,684.80,786.20,705.20,836.88,699.10,868.20,688.00,897.00,683.20,841.80,605.20,892.83,589.52,897.00,616.00,892.20,642.00,811.80,590.40,854.20,604.40,855.40,632.00,846.73,658.00,784.20,598.80,818.60,610.80,823.40,638.00,814.07,659.33,768.60,605.20,791.65,614.70,797.40,636.00,788.60,657.20
