image_name,hand_idx,lm_0_x,lm_0_y,lm_1_x,lm_1_y,lm_2_x,lm_2_y,lm_3_x,lm_3_y,lm_4_x,lm_4_y,lm_5_x,lm_5_y,lm_6_x,lm_6_y,lm_7_x,lm_7_y,lm_8_x,lm_8_y,lm_9_x,lm_9_y,lm_10_x,lm_10_y,lm_11_x,lm_11_y,lm_12_x,lm_12_y,lm_13_x,lm_13_y,lm_14_x,lm_14_y,lm_15_x,lm_15_y,lm_16_x,lm_16_y,lm_17_x,lm_17_y,lm_18_x,lm_18_y,lm_19_x,lm_19_y,lm_20_x,lm_20_y
ND_0-A_ctkz_oE_frame001501_r.jpg,0,714.29,83.58,673.01,145.89,619.28,201.96,563.20,249.47,525.82,296.20,497.78,181.71,460.40,251.03,458.84,309.44,486.88,343.70,531.33,212.00,536.67,276.67,570.00,306.67,622.00,334.67,559.31,222.99,583.33,276.00,616.00,298.00,668.34,320.34,596.00,231.33,594.67,275.33,620.00,292.00,670.67,290.00
ND_0-A_ctkz_oE_frame003601_l.jpg,0,737.53,220.16,676.36,194.85,607.80,172.70,542.41,207.51,477.02,234.93,590.93,308.76,540.30,362.55,490.73,397.35,431.67,424.77,625.73,364.66,602.50,439.00,549.50,496.50,497.06,540.79,645.77,394.19,619.41,466.96,576.16,519.70,531.50,562.50,654.21,411.06,627.84,463.80,598.31,505.98,555.07,539.73
ND_0-XHYZEsKsc_frame006301_l.jpg,0,664.60,287.53,636.91,276.14,612.30,276.69,590.91,286.14,576.06,292.43,592.52,277.77,567.59,275.87,551.87,289.97,546.34,299.86,590.62,289.15,558.37,300.26,551.06,330.89,559.20,344.71,594.69,303.79,570.30,318.96,572.19,344.16,588.91,357.57,604.98,320.59,589.81,334.95,593.06,352.29,607.42,359.34
ND_0-XHYZEsKsc_frame006601_l.jpg,0,764.86,671.04,751.27,619.41,737.69,563.90,718.50,542.00,694.00,536.00,658.11,605.04,642.97,575.93,660.83,561.57,680.62,555.36,660.44,650.46,669.37,611.26,686.06,596.12,712.00,597.00,679.85,680.74,681.40,648.91,698.50,633.50,724.00,644.50,690.00,696.00,692.00,675.50,704.50,663.50,728.50,675.00
ND_0-XHYZEsKsc_frame007501_r.jpg,0,12.23,547.05,8.70,571.80,3.50,596.20,11.10,633.00,25.10,634.60,28.78,615.59,32.32,646.90,17.50,647.80,13.50,626.60,49.16,608.20,64.23,637.74,45.73,643.57,37.73,629.86,64.82,592.84,81.06,618.84,67.44,627.57,56.01,614.14,71.02,578.37,92.30,595.86,99.73,605.29,106.30,614.71
ND_0-XHYZEsKsc_frame007801_l.jpg,0,232.33,604.20,237.55,641.32,243.33,673.20,250.33,696.87,269.60,701.74,286.38,674.89,294.93,701.13,282.67,708.20,273.33,700.53,299.81,658.10,320.00,679.20,313.33,698.20,302.33,702.20,305.30,641.93,326.00,656.87,337.35,670.92,346.67,683.53,300.33,628.53,314.00,635.87,324.67,641.20,336.00,645.87
ND_0-XHYZEsKsc_frame011701_r.jpg,0,-64.67,501.00,-22.67,396.00,19.04,310.65,54.73,253.00,88.33,285.00,155.15,490.17,157.37,427.80,109.87,377.30,69.37,375.80,115.70,561.18,112.74,499.04,83.15,433.95,46.66,417.18,57.51,595.70,77.23,526.66,53.56,485.23,19.87,468.30,19.04,611.48,29.89,562.17,25.94,528.63,5.87,516.80
ND_0-XHYZEsKsc_frame024001_l.jpg,0,481.23,219.60,477.71,235.25,475.25,253.35,471.56,271.28,468.92,287.10,502.11,258.33,487.55,272.69,478.24,273.21,472.26,268.47,500.74,256.95,487.73,268.47,479.47,267.24,473.70,262.43,499.51,255.29,488.26,264.95,481.75,263.02,475.25,259.15,497.22,252.30,487.57,260.69,481.58,259.50,478.24,254.83
ND_00qLGPDZHlc_frame006878_r.jpg,0,408.81,104.05,388.24,90.33,367.67,82.33,338.67,72.45,322.95,70.24,326.52,92.62,302.24,93.19,311.38,87.76,323.95,87.76,329.38,103.76,306.24,108.05,312.52,102.90,320.24,102.05,335.95,113.19,320.46,120.72,329.84,111.62,341.71,101.14,347.67,120.90,335.08,127.35,343.91,117.69,353.57,109.14
ND_012aJGlYN0U_frame004251_l.jpg,0,153.33,503.00,246.41,566.47,349.75,604.98,426.75,640.44,490.58,672.86,391.29,429.69,465.25,390.18,502.74,385.11,533.14,385.11,355.83,400.31,432.67,394.00,469.33,402.00,504.67,413.33,329.49,401.33,392.00,389.33,424.00,398.00,456.67,419.33,296.00,406.67,340.00,419.33,364.00,449.33,366.67,488.00
