image_name,hand_idx,lm_0_x,lm_0_y,lm_1_x,lm_1_y,lm_2_x,lm_2_y,lm_3_x,lm_3_y,lm_4_x,lm_4_y,lm_5_x,lm_5_y,lm_6_x,lm_6_y,lm_7_x,lm_7_y,lm_8_x,lm_8_y,lm_9_x,lm_9_y,lm_10_x,lm_10_y,lm_11_x,lm_11_y,lm_12_x,lm_12_y,lm_13_x,lm_13_y,lm_14_x,lm_14_y,lm_15_x,lm_15_y,lm_16_x,lm_16_y,lm_17_x,lm_17_y,lm_18_x,lm_18_y,lm_19_x,lm_19_y,lm_20_x,lm_20_y
ND_0-A_ctkz_oE_frame003601_l.jpg,0,724.81,222.86,656.06,177.49,594.16,180.66,540.54,207.68,489.17,227.50,606.14,291.10,543.37,357.27,492.54,394.70,444.10,422.40,639.20,340.74,596.82,438.02,551.28,492.03,508.16,531.31,660.66,371.60,617.46,462.48,571.72,515.93,532.40,551.70,670.96,385.08,629.28,461.23,593.82,503.21,561.83,529.40
ND_0-XHYZEsKsc_frame006301_l.jpg,0,655.92,284.86,631.54,273.24,610.44,274.56,595.38,284.36,586.00,295.57,598.41,274.79,568.92,275.47,558.75,289.16,558.46,297.62,598.53,286.10,558.75,300.40,551.80,321.70,557.34,333.01,604.43,300.14,571.01,318.32,571.20,339.60,579.36,349.11,615.22,315.05,589.88,329.96,588.24,345.72,594.61,354.43
ND_0-XHYZEsKsc_frame007801_l.jpg,0,243.47,614.13,228.63,646.99,237.33,670.78,252.58,683.82,264.37,687.88,280.49,670.14,297.26,700.78,287.83,708.61,278.09,705.86,296.73,652.87,318.30,681.17,312.79,693.95,304.77,696.71,302.15,636.63,325.64,658.87,327.70,671.50,326.26,677.95,298.98,624.40,318.64,638.11,320.94,645.35,318.02,649.26
ND_0-XHYZEsKsc_frame024001_l.jpg,0,121.86,302.05,142.44,309.09,155.03,327.16,163.45,344.68,169.94,358.33,133.66,346.95,149.33,368.11,163.15,371.25,173.70,369.13,126.81,348.69,143.80,366.92,158.55,370.50,169.80,368.16,124.52,347.09,140.48,363.59,154.22,366.33,164.86,364.51,125.31,344.98,137.69,359.88,148.95,364.08,158.24,363.34
ND_0-XHYZEsKsc_frame024001_l.jpg,1,481.59,212.70,475.93,230.89,475.04,252.64,471.28,270.49,469.36,284.33,504.36,255.37,496.97,273.48,488.49,281.64,483.71,284.67,506.11,252.36,500.98,269.70,494.33,278.52,488.98,283.36,505.85,249.02,502.88,265.38,498.18,273.58,493.93,278.94,502.85,246.19,502.39,261.52,499.72,270.14,497.25,275.90
ND_02_9ZhQH-EI_frame000300_l.jpg,0,343.54,350.55,319.07,317.30,279.10,300.11,241.47,306.86,218.93,316.62,308.41,296.02,257.43,290.74,223.06,291.36,196.58,295.44,313.23,329.44,238.58,340.47,250.10,340.35,274.14,338.89,313.20,361.45,242.07,368.62,254.65,363.06,277.35,359.94,310.34,390.56,254.26,389.92,262.94,381.66,281.60,379.35
ND_02_9ZhQH-EI_frame000300_l.jpg,1,102.56,362.09,113.80,343.74,114.90,347.10,117.67,367.37,117.46,387.41,71.99,346.69,98.12,385.17,123.89,397.12,140.92,395.76,55.56,365.95,90.43,407.90,121.57,415.86,140.25,410.69,49.19,386.94,77.59,426.37,108.24,428.57,126.75,421.19,50.08,406.65,63.75,438.19,85.59,444.20,101.09,442.77
ND_0CnNVmyf0qc_frame000898_r.jpg,0,523.27,402.04,534.71,402.57,539.07,406.16,537.68,414.19,534.52,422.38,511.61,402.00,516.55,414.75,524.67,423.20,531.92,429.14,503.26,410.54,512.54,426.21,524.14,431.95,532.95,432.34,499.05,418.97,507.81,433.30,519.71,436.93,528.64,436.04,497.90,426.32,502.99,436.81,511.68,440.10,519.46,439.09
ND_0CnNVmyf0qc_frame010466_l.jpg,0,638.77,337.98,640.23,312.41,652.92,286.66,662.03,268.43,660.73,254.57,672.03,298.68,698.12,288.60,715.71,284.64,729.72,282.86,680.13,314.35,711.06,305.99,731.49,301.51,748.16,299.12,684.86,328.80,714.70,322.18,732.86,317.71,746.92,314.74,686.95,341.31,710.92,337.95,725.30,335.42,737.05,333.56
ND_0CnNVmyf0qc_frame016745_r.jpg,0,569.87,408.72,572.02,387.26,573.88,366.26,576.14,349.73,580.58,337.06,554.59,377.08,559.31,364.31,569.41,353.25,579.45,346.11,554.72,393.82,571.83,387.90,588.95,386.47,603.34,385.17,559.87,409.22,581.22,402.44,597.10,399.13,610.39,397.15,567.69,421.47,585.63,417.17,597.09,412.63,605.63,408.59
ND_0O9qhuAfe44_frame004751_r.jpg,0,353.95,426.27,360.72,277.30,420.10,203.82,495.26,195.47,538.87,240.13,580.08,204.99,608.77,186.19,564.15,203.38,528.91,223.50,614.32,288.29,623.67,267.53,581.72,272.39,545.83,292.52,615.79,369.06,615.91,339.28,577.15,342.36,540.70,359.42,600.72,434.14,596.30,408.86,562.43,408.31,530.88,417.37
