frame,left_wrist_x,left_wrist_y,left_index_x,left_index_y,left_pinky_x,left_pinky_y,left_thumb_x,left_thumb_y,right_wrist_x,right_wrist_y,right_index_x,right_index_y,right_pinky_x,right_pinky_y,right_thumb_x,right_thumb_y
0,0.7051606178283691,0.7163940668106079,0.6578260064125061,0.7713077068328857,0.7209036946296692,0.790926992893219,0.6374702453613281,0.7455781698226929,0.2711109519004822,0.6826749444007874,0.2332373410463333,0.7306026816368103,0.21355877816677094,0.7423511147499084,0.27570003271102905,0.7093592882156372
1,0.7154926657676697,0.7271733283996582,0.6666210889816284,0.7800663709640503,0.7306019067764282,0.7976376414299011,0.648520827293396,0.7550519108772278,0.2560048997402191,0.6751384735107422,0.21814565360546112,0.731198251247406,0.1905742883682251,0.740520715713501,0.26580941677093506,0.7109289765357971
2,0.7225592136383057,0.7303085327148438,0.6699790358543396,0.7830199003219604,0.7345349192619324,0.7997445464134216,0.6519055962562561,0.7592383027076721,0.25339844822883606,0.6745851635932922,0.21511533856391907,0.7329888939857483,0.18958836793899536,0.7397912740707397,0.2630406320095062,0.7143200039863586
3,0.7260357141494751,0.7294688820838928,0.6780056953430176,0.7841897010803223,0.740525484085083,0.8003758788108826,0.65915846824646,0.7596054673194885,0.2482743114233017,0.6744723320007324,0.207662433385849,0.7345051169395447,0.19069969654083252,0.7404001355171204,0.25192952156066895,0.7153635621070862
4,0.7217839956283569,0.7327319979667664,0.6707473993301392,0.7892043590545654,0.7361742258071899,0.8028748035430908,0.652318000793457,0.7652955651283264,0.24614709615707397,0.6756992340087891,0.2067948430776596,0.7385154366493225,0.18912813067436218,0.7410838603973389,0.2503679096698761,0.7184545993804932
5,0.719481885433197,0.7360584139823914,0.6630319952964783,0.7906328439712524,0.7290889024734497,0.8046373128890991,0.6466609835624695,0.7664545178413391,0.24575187265872955,0.6765205264091492,0.20827728509902954,0.7408640384674072,0.18932180106639862,0.7411780953407288,0.25040268898010254,0.7205212116241455
6,0.7187088131904602,0.742780327796936,0.6643569469451904,0.7946016192436218,0.7256380915641785,0.8105045557022095,0.6479330062866211,0.7688007354736328,0.24369743466377258,0.6782073974609375,0.20283649861812592,0.7443730235099792,0.1917928010225296,0.7444062829017639,0.2413552701473236,0.7229887247085571
7,0.7192890644073486,0.7420588731765747,0.6689819693565369,0.7951866984367371,0.7298049926757812,0.8100833892822266,0.6514050364494324,0.7698116302490234,0.2432217001914978,0.6786671280860901,0.2038663774728775,0.7440850734710693,0.19231584668159485,0.7444503307342529,0.24081726372241974,0.7227516770362854
8,0.7189494967460632,0.7417157888412476,0.6694995164871216,0.7964416742324829,0.7295466065406799,0.8105953335762024,0.6522843241691589,0.7705844044685364,0.241831436753273,0.6788851022720337,0.19950631260871887,0.7452100515365601,0.1918068379163742,0.7449021339416504,0.23448798060417175,0.7233015894889832
9,0.7182958722114563,0.7414964437484741,0.6696222424507141,0.7959070205688477,0.7295516133308411,0.8100990056991577,0.6524502635002136,0.7702659964561462,0.24337153136730194,0.6788029074668884,0.20381151139736176,0.7433165907859802,0.19447410106658936,0.7449583411216736,0.2381131798028946,0.7210932374000549
10,0.7183690071105957,0.7412167191505432,0.6688962578773499,0.7955822944641113,0.7291114330291748,0.8100177049636841,0.6527649164199829,0.7696218490600586,0.2440507411956787,0.6768497228622437,0.20519211888313293,0.7412675619125366,0.1951184719800949,0.7438896298408508,0.2397409826517105,0.7188804149627686
11,0.7198011875152588,0.7412945628166199,0.6702225208282471,0.7958433628082275,0.7298714518547058,0.8101794123649597,0.6546534299850464,0.7696031332015991,0.24425141513347626,0.6769623756408691,0.20499813556671143,0.7412134408950806,0.19567598402500153,0.7440051436424255,0.23968960344791412,0.7188714146614075
12,0.7194558382034302,0.7409669756889343,0.6694924235343933,0.7955167889595032,0.7295695543289185,0.8101867437362671,0.6541484594345093,0.7691781520843506,0.2441396713256836,0.6777569651603699,0.2048301249742508,0.7411484718322754,0.19593915343284607,0.7442755699157715,0.239308699965477,0.7188463807106018
13,0.7192949652671814,0.74078369140625,0.6688916683197021,0.7954044342041016,0.7300191521644592,0.8101204633712769,0.6533639430999756,0.7690555453300476,0.24389241635799408,0.6783913969993591,0.20386549830436707,0.7411054372787476,0.19454117119312286,0.7445212602615356,0.23859307169914246,0.7188276648521423
14,0.7189893126487732,0.7405795454978943,0.6681687831878662,0.7951267957687378,0.7294151782989502,0.8100085258483887,0.6527606248855591,0.768794059753418,0.24385681748390198,0.6787988543510437,0.20393681526184082,0.7410892248153687,0.19364923238754272,0.7446066737174988,0.23914481699466705,0.7188363075256348
